"sn","questnum","statecode","lgacode","distrcode","facname","address","intname","fistintdat","firststime","firstetime","firstintl","firstincom","secintdate","secstime","secetime","secintl","secincom","reason","supname","surcomdate","surinitial","dataentdat","datainitia","entname","firentdate","firseccomp","secentdate","secseccomp","head","designat","desigoth","nummedfac","nummeddut","numchofac","numchodut","numnurfsc","numnurdut","nummidfac","nummiddut","numschefac","numschedut","numjchefac","numjchedut","numenvifac","numenvidut","numlabfac","numlabdut","numpharfac","numphardut","nummerefac","nummeredut","numdenfac","numdendut","numothfac","numothdut","numhltfac","numhltdut","numvacfac","numvacdut","staffjoine","staffretir","transferre","dismissed","leave","buildfe","buildst","buildlga","builddo","buildddc","buildvdc","buildoth","budontknow","patientbed","mainsource","sourcetank","electricit","laboratory","transport","telephone","headquart","walkto","referral","longdoes","vehicle","hourswalk","phcclinic","publicsec","smallpriva","privatesec","under5","adultcons","antenatal","postnatal","familyplan","stistdser","dentistry","bcgimmu","measlesimm","servtt","servinpat","servmal","servlabtes","servblotes","charinpat","nainp","charmala","namlt","charlabblo","nalbt","charoutpat","naopm","receipt","facwork","ifnowhy","genfown","genprivown","gengood","genadequat","gaugfown","gaugpriown","gaugood","gaugadeqat","childfown","childpriow","childgood","childadequ","microfown","micropriow","microgood","microadequ","septfown","septpriown","septgood","septadequ","sterifown","steripriow","sterigood","steriadequ","malfown","malpriown","malgood","maladequa","urinfown","urinpriown","uringood","urinadequa","chlofown","chlopriown","chloinadeq","parafown","parapriown","parainadeq","antifown","antipriown","antiinadeq","orsfown","orspriown","orsinadeq","mulfown","mulpriown","mulinadeq","bcgfown","bcgpriown","bcginadeq","meafown","meapriown","meainadeq","condfown","condpriown","condinadeq","nonfeechar","standpri","exemppol","dispay","tuberpay","onchocepay","elderpay","poorpay","importpay","payothersp","regispaid","nareg","treatpaid","natrt","regestimay","treaestmay","namay","regestiapr","treestapr","naaprl","regestimar","treestmar","namarc","registfee","nafees","drugfee","nadrugs","othtrefee","naotrt","supldrugs","suplother","suplequp","suplmaint","suplbuild","suplstaff","devcommitt","workfac","commitnumn","womnumb","commitmeet","headattend","disciplrec","provdrug","fixedprice","fixeduser","reqvaccine","carrrepair","provfuel","repairequp","newinvest","resadmin","resperson","visfactrea","checkreg","checkstock","checkrecei","checkproto","adminisue","staffmeet","checkequip","chotherspe","phcmcvisfa","phcmcregis","phcmccards","phcmcrecei","phcmcmed","phcmcadmin","phcmcmeet","phcmcequip","phcmcother","facopenclo","undertake","acquire","available","medicalsup","charges","chargetrt","consultat","disciplina","transfer","facilitycl","leaking","broken","cracked","patientuse","sterilize","n614other","vaccines","fridge","forregistr","fordrugs","keepmonthl","forwarded","lastmonth","anatalmay","anatalapr","anatalmar","famplmay","famplapr","famplmar","inpatmay","inpatapr","inpatmar","bcgimmmay","bcgimmapr","bcgimmmar","outpatmay","outpatapr","outpatmar","hedumay","heduapr","hedumar","hvismay","hvisapr","hvismar","bothdelive","stillbirth"
11,1,1,7,"IFFE HEALTH CLINIC",1,"IFFE/IJUMU H/CENTRE","OYEWOLE OYEDIRAN",1900-06-13,12.06,12.49,1,1,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"DR OSOWOLE",1900-06-13,"OS",1900-06-13,"OS","AJAYI",,1.79769313486232e+308,,1.79769313486232e+308,1,5,"",0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,2,1,2,2,2,2,1.79769313486232e+308,3,5,"",2,2,2,2,4,1,6,1,0.2,1,4,0,2,0,1,1,1,1,1,2,2,1,1,1,1,1,2,1,250,1.79769313486232e+308,0,1.79769313486232e+308,50,1.79769313486232e+308,120,1.79769313486232e+308,1,1,"",2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,2,2,2,1.79769313486232e+308,2,2,1,1.79769313486232e+308,1.79769313486232e+308,2,2,1.79769313486232e+308,1.79769313486232e+308,2,2,1.79769313486232e+308,1.79769313486232e+308,2,2,1.79769313486232e+308,1.79769313486232e+308,2,2,1.79769313486232e+308,1,2,1.79769313486232e+308,1,2,1.79769313486232e+308,1,2,1.79769313486232e+308,1,2,1.79769313486232e+308,1,2,1.79769313486232e+308,2,2,1.79769313486232e+308,2,1,1.79769313486232e+308,2,2,1,2,1,1.79769313486232e+308,2,1,1,1,1.79769313486232e+308,0,1.79769313486232e+308,0,1.79769313486232e+308,500,0,1.79769313486232e+308,500,0,1.79769313486232e+308,1000,0,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308,4,4,4,4,4,4,2,1,11,0,6,1,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,"",6,1,1,1,1,1,1,1,"",3,3,3,3,3,3,3,3,3,3,3,1,1,1,2,3,"",5,3,2,2,1,1,1,13,7,10,0,0,0,0,0,0,35,28,33,16,20,30,2,2,2,0,1,0,18,0
12,2,1,7,"BANWO H/CLINIC",3,"BANWO HEALTH CLINIC IYARA","OYEWOLE OYEDIRAN",1900-06-13,1.36,2.16,3,1,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"DR OSOWOLE",1900-06-13,"OS",,"","AJAYI",,1.79769313486232e+308,,1.79769313486232e+308,2,5,"",0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,0,0,1,2,2,2,2,2,2,1,1.79769313486232e+308,6,3,"",1,2,1,2,2,0.45,10,0,0.3,1,2,0,1,0,1,1,1,1,1,1,2,2,2,1,1,1,2,2,1100,1.79769313486232e+308,0,1.79769313486232e+308,0,1.79769313486232e+308,100,1.79769313486232e+308,1,1,"",2,1.79769313486232e+308,2,2,1,1.79769313486232e+308,1,1,1,1.79769313486232e+308,1,1,2,1.79769313486232e+308,2,2,1,1.79769313486232e+308,1.79769313486232e+308,1,2,1.79769313486232e+308,1.79769313486232e+308,2,2,1.79769313486232e+308,1.79769313486232e+308,2,1,1.79769313486232e+308,1.79769313486232e+308,1,1,1.79769313486232e+308,2,1,1.79769313486232e+308,2,1,1.79769313486232e+308,2,1,1.79769313486232e+308,1,1,1.79769313486232e+308,2,2,1.79769313486232e+308,2,2,1.79769313486232e+308,2,1,1.79769313486232e+308,2,2,1,1,2,1,1.79769313486232e+308,1,1,1,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308,800,4000,1.79769313486232e+308,800,4500,1.79769313486232e+308,600,3000,1.79769313486232e+308,1,1.79769313486232e+308,1,1.79769313486232e+308,1,1.79769313486232e+308,1,1,1,1,1,1,2,1,12,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,"",6,2,2,2,1,2,2,2,"",5,5,5,5,5,5,5,5,5,5,3,2,2,2,1,4,"",5,1,2,2,1,1,2,10,6,5,8,6,3,8,7,9,999,999,999,20,20,21,1,1,1,2,999,999,21,2
13,3,1,7,"GBEDE DISTRICT",2,"ILUHAGBA,IJUMU LGA KOGI","DR BENJAMIN J.A.",1900-07-02,8.05,8.35,1,1,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"DR OSOWOLE",1900-07-02,"OS",1900-07-02,"OS","AJAYI",,1.79769313486232e+308,,1.79769313486232e+308,1,5,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,0,0,0,0,2,2,2,2,2,1,2,2,1,6,"",2,2,2,2,108,24,5,2,1,1,4,2,4,0,1,1,1,1,2,2,2,1,1,1,1,2,2,2,1.79769313486232e+308,99,1.79769313486232e+308,99,1.79769313486232e+308,99,120,1.79769313486232e+308,1,1,"",2,2,1.79769313486232e+308,1.79769313486232e+308,2,2,1.79769313486232e+308,1.79769313486232e+308,1,2,1,1,2,2,1.79769313486232e+308,1.79769313486232e+308,2,2,1.79769313486232e+308,1.79769313486232e+308,2,2,1.79769313486232e+308,1.79769313486232e+308,2,2,1.79769313486232e+308,1.79769313486232e+308,2,2,1.79769313486232e+308,1.79769313486232e+308,2,1,1,2,1,1,2,1,1,2,2,2,2,1,1,2,2,1,2,2,1,2,2,2,2,2,2,1,1.79769313486232e+308,2,1,1,1,1,0,1.79769313486232e+308,0,1.79769313486232e+308,70,300,1.79769313486232e+308,60,250,1.79769313486232e+308,50,200,1.79769313486232e+308,1,1.79769313486232e+308,1,1.79769313486232e+308,1,1.79769313486232e+308,4,9,9,9,9,9,1,2,10,4,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,1,"2",2,1,1,1,1,1,1,1,"2",3,3,3,3,3,3,3,3,3,3,3,2,1,2,2,3,"",3,3,2,2,1,1,1,1,2,3,999,999,999,1,2,3,12,10,10,8,7,6,1,2,3,9,10,15,3,0
14,1,1,9,"KOTON KARFE CENTRAL",1,"FSP CLINIC HAUSA QTRS.","DR O.OLUBAJO",1900-06-11,11.15,12.14,1,1,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"DR OSOWOLE",1900-06-11,"OS",,"","AJAYI",,1.79769313486232e+308,,1.79769313486232e+308,2,4,"",0,0,1,1,1,1,1,1,1,0,3,3,0,0,0,0,0,0,1,1,0,0,7,4,0,0,0,0,1,0,1,0,0,2,2,1,2,2,2,1.79769313486232e+308,1.79769313486232e+308,4,1,"",1,2,2,2,0,0.2,0,0.2,0.05,1,0,1,2,0,1,1,1,1,1,2,2,1,1,1,1,1,2,2,600,1.79769313486232e+308,1.79769313486232e+308,99,1.79769313486232e+308,99,250,1.79769313486232e+308,2,1,"",1,2,1,1,1,2,1,2,1,2,1,2,2,2,1.79769313486232e+308,2,1,2,1.79769313486232e+308,1,2,1,1.79769313486232e+308,1,2,2,1.79769313486232e+308,2,1,2,1.79769313486232e+308,1,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,1,2,2,1,2,2,1,2,2,2,2,1,1,1,1,1,1,1,1,5,1.79769313486232e+308,5,1.79769313486232e+308,700,1300,1.79769313486232e+308,1000,2500,1.79769313486232e+308,500,1500,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308,8,8,4,8,4,4,2,1,5,1,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"",1,1,1,2,1,1,1,1,"",5,3,3,5,3,5,5,5,3,3,3,2,2,2,1,5,"",5,2,2,2,1,1,2,27,29,23,8,13,3,1,2,6,35,70,117,7,14,8,4,4,4,10,10,10,1.79769313486232e+308,1.79769313486232e+308
15,2,1,9,"CHIKARA H/DISTRICT",2,"CHIKARA, ABUJA LOKOJA RD.","DR M.J. ABDULLAHI",1900-06-11,12,12.3,1,1,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"DR OSOWOLE",1900-06-11,"OS",,"","AJAYI",,1.79769313486232e+308,,1.79769313486232e+308,1,5,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,0,0,0,0,2,2,1,2,2,2,2,2,1,3,"",2,2,1,2,28,12,10,2,0.15,1,2,1,0,2,1,1,1,2,2,2,2,1,1,1,1,1,2,2,20,1.79769313486232e+308,1.79769313486232e+308,99,1.79769313486232e+308,99,100,1.79769313486232e+308,1,1,"",2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,2,2,1,2,2,1,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,1,2,1,1,2,1,1,1,1.79769313486232e+308,1.79769313486232e+308,99,10,1.79769313486232e+308,150,1500,1.79769313486232e+308,100,800,1.79769313486232e+308,120,700,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308,4,4,4,4,4,4,2,1,10,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,1,1,2,"",1,1,1,1,1,1,1,1,"",5,3,3,3,3,3,3,3,3,3,3,1,2,2,2,3,"",3,3,2,2,1,1,1,5,7,8,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,2,1,20,25,16,10,15,22,2,2,2,3,6,5,20,2
16,3,1,9,"TAWARI H/DISTRICT",3,"TAWARI VILLAGE","DR M.J. ABDULLAHI",1900-06-11,2.1,1.79769313486232e+308,1,2,1900-06-12,9,9.3,1,1,0,"",1900-06-12,"OS",,"","AJAYI",,1.79769313486232e+308,,1.79769313486232e+308,1,5,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,0,0,0,0,1.79769313486232e+308,1.79769313486232e+308,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,4,"",2,2,2,2,20,4,20,4,1,1,4,0,0,0,1,1,1,1,1,2,2,1,1,1,1,1,2,2,120,1.79769313486232e+308,1.79769313486232e+308,99,1.79769313486232e+308,99,60,1.79769313486232e+308,2,1,"",2,2,1.79769313486232e+308,1.79769313486232e+308,2,1,1,1,2,2,1.79769313486232e+308,1.79769313486232e+308,2,2,1.79769313486232e+308,1.79769313486232e+308,1,2,1.79769313486232e+308,1.79769313486232e+308,1,2,1.79769313486232e+308,1.79769313486232e+308,2,2,1.79769313486232e+308,1.79769313486232e+308,2,2,1.79769313486232e+308,1.79769313486232e+308,1,2,2,1,2,2,1,2,2,2,2,1,1,2,2,1,2,2,1,2,2,2,2,2,1,2,2,1,2,2,1,1,1,1.79769313486232e+308,0,1.79769313486232e+308,5,1.79769313486232e+308,200,400,1.79769313486232e+308,100,200,1.79769313486232e+308,60,100,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308,4,4,4,4,4,4,2,1,6,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,"",1,1,2,1,2,2,1,2,"",3,3,3,3,3,5,5,3,3,3,3,1,1,1,2,4,"",3,3,2,2,1,1,2,3,3,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,10,10,10,10,5,5,1,1,1,5,5,6,0,0
17,4,1,9,"KOONKAFI SOUTH EAST",4,"OKPAREKE KOGI LGA","OLOWOYO I.Y.",1900-06-11,1.15,1.45,1,1,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"DR OSOWOLE",1900-06-11,"OS",,"","AJAYI",,1.79769313486232e+308,,1.79769313486232e+308,1,5,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,0,0,0,0,2,2,1,2,2,2,2,1.79769313486232e+308,1,3,"",1,2,1,2,5,1.3,5,1.3,0.2,1,1,1,3,0,1,1,1,1,2,2,1,1,1,1,1,1,2,2,250,1.79769313486232e+308,1.79769313486232e+308,99,1.79769313486232e+308,99,150,1.79769313486232e+308,1,1,"",1.79769313486232e+308,1,1,1,1,1.79769313486232e+308,1,1,1,1.79769313486232e+308,1,1,1,1.79769313486232e+308,1,1,1,1.79769313486232e+308,1.79769313486232e+308,1,1,1.79769313486232e+308,1.79769313486232e+308,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,2,2,1,2,2,1,2,2,2,2,2,1,2,2,1,2,2,1,2,2,1.79769313486232e+308,2,2,2,1,1,1,1,1,2,2,2,2,10,1.79769313486232e+308,1.79769313486232e+308,99,400,1650,1.79769313486232e+308,600,1400,1.79769313486232e+308,200,1200,1.79769313486232e+308,1,1.79769313486232e+308,1,1.79769313486232e+308,1,1.79769313486232e+308,4,4,4,4,6,4,2,1,10,2,2,1,2,2,2,2,2,1,1,2,2,1,1,1,1,2,1,1,1,1,2,"1",1,1,1,1,1,1,1,1,"1",3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,4,"",3,3,2,2,1,1,2,11,9,12,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,2,4,32,30,18,6,4,4,2,2,2,4,2,3,5,0
18,5,1,9,"KOTONKARFE SOUTHEAST",5,"PHC OSUKU,KOTON KARFE LGA","DR O. OLUBAJO",1900-06-11,1.04,1.5,1,1,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"DR OSOWOLE",1900-06-11,"OS",,"","AJAYI",,1.79769313486232e+308,,1.79769313486232e+308,1,5,"",0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,2,1,2,2,2,2,1.79769313486232e+308,0,6,"",1,2,1,2,12,1.15,12,1.15,0.2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,1,1,1,2,1,2,1,1,1,1,2,2,2,600,1.79769313486232e+308,1.79769313486232e+308,99,1.79769313486232e+308,99,50,1.79769313486232e+308,2,1,"",2,2,1.79769313486232e+308,1.79769313486232e+308,1,2,1,2,1,2,1,2,2,2,2,2,1,2,1.79769313486232e+308,1,1,2,1.79769313486232e+308,1,2,2,1.79769313486232e+308,1.79769313486232e+308,2,2,1.79769313486232e+308,2,2,1,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,1,2,2,2,1,1,2,1,1,1,1,1,1,1.79769313486232e+308,1.79769313486232e+308,99,0,1.79769313486232e+308,0,480,1.79769313486232e+308,0,450,1.79769313486232e+308,0,520,1.79769313486232e+308,1.79769313486232e+308,99,1,1.79769313486232e+308,2,1.79769313486232e+308,8,2,4,8,4,4,2,1,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"1",2,1,1,2,1,2,2,1,"",3,3,3,3,3,3,5,5,5,3,3,2,2,2,2,1,"",5,3,2,1,1,1,1,4,5,3,0,0,0,0,0,0,38,28,22,18,12,14,4,4,4,12,15,10,0,0
19,1,1,10,"OWORO DISTRICT",6,"FELELE","OGUNLEYE J.A.",1900-06-11,10.5,11.22,1,1,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"DR OSOWOLE O.S.",1900-06-11,"OS",,"","AJAYI",,1.79769313486232e+308,,1.79769313486232e+308,1,2,"",0,1.79769313486232e+308,1,1,1,1,1,1.79769313486232e+308,1,1.79769313486232e+308,1,1,0,1.79769313486232e+308,0,1.79769313486232e+308,1,1.79769313486232e+308,0,1.79769313486232e+308,0,1.79769313486232e+308,2,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,10,0,0,0,0,2,2,1,2,2,1,2,2,1,2,"",2,2,1,2,4,1,2,0.3,0.1,1,3,1,5,1,1,1,1,1,1,2,2,1,1,1,2,2,2,2,1.79769313486232e+308,99,1.79769313486232e+308,99,1.79769313486232e+308,99,150,1.79769313486232e+308,1,1,"",2,2,1.79769313486232e+308,1.79769313486232e+308,1,2,1,2,1,2,1,2,2,2,1.79769313486232e+308,1.79769313486232e+308,2,2,1.79769313486232e+308,1.79769313486232e+308,2,2,1.79769313486232e+308,1.79769313486232e+308,2,2,1.79769313486232e+308,1.79769313486232e+308,2,2,1.79769313486232e+308,1.79769313486232e+308,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,1,1,2,1,1,2,1,1,1.79769313486232e+308,2,1,1,1,1,0,1.79769313486232e+308,0,1.79769313486232e+308,350,1.79769313486232e+308,1.79769313486232e+308,400,1.79769313486232e+308,1.79769313486232e+308,300,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1.79769313486232e+308,99,1.79769313486232e+308,99,4,4,4,4,4,4,2,1,20,5,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,"1",2,1,2,2,2,1,2,1,"1",3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,6,"",3,3,2,2,2,2,1.79769313486232e+308,30,25,20,5,2,5,0,0,0,15,11,10,30,15,20,3,3,3,2,1,3,75,0
20,2,1,10,"AGBAJA",3,"PHC CLINIC AGBAJA","OYEWOLE OYEDIRAN",1900-06-11,11.3,12.09,1,1,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",,"",,"","AJAYI",,1.79769313486232e+308,,1.79769313486232e+308,1,5,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,1,1,1,1.79769313486232e+308,1.79769313486232e+308,0,0,0,0,0,2,2,1,2,2,2,2,2,0,1,"",1,2,1,2,30,3,0,0.15,0.04,1,1,0,0,0,1,1,1,1,2,2,2,1,1,1,2,1,2,2,1.79769313486232e+308,99,1.79769313486232e+308,99,1.79769313486232e+308,99,10,1.79769313486232e+308,1,1,"",2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,1,1,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,1.79769313486232e+308,2,2,1.79769313486232e+308,1,2,1.79769313486232e+308,1,2,1.79769313486232e+308,1,1,1.79769313486232e+308,2,2,1.79769313486232e+308,1,2,1.79769313486232e+308,1,2,1.79769313486232e+308,2,1,2,2,1,1,1,1,1,1,1,20,1.79769313486232e+308,20,1.79769313486232e+308,50,600,1.79769313486232e+308,80,400,1.79769313486232e+308,60,200,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308,4,4,4,4,4,4,2,1,10,4,1,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,1,1,1,2,"2",1,1,1,1,1,1,2,1,"1",3,3,3,3,3,3,3,3,3,3,3,1,1,1,2,4,"",5,3,2,1,1,1,1,999,999,999,999,999,999,999,999,999,10,15,10,9,11,12,1,1,1,2,2,2,8,0
21,4,1,10,"ABUGI",2,"PHC ABUGI","OYEWOLE OYEDIRAN",1900-06-12,12.36,1,1,1,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"DR OSOWOLE",1900-06-12,"OS",,"","AJAYI",,1.79769313486232e+308,,1.79769313486232e+308,1,12,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,1,1.79769313486232e+308,1.79769313486232e+308,0,0,0,0,0,2,2,1,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1,6,"",1,2,2,2,20,1.79769313486232e+308,20,1.79769313486232e+308,6,2,0,0,0,0,1,1,1,1,1,2,2,2,1,1,1,1,2,2,250,1.79769313486232e+308,1.79769313486232e+308,99,1.79769313486232e+308,99,150,1.79769313486232e+308,1,1,"",2,1.79769313486232e+308,2,2,1,1.79769313486232e+308,2,2,1,1.79769313486232e+308,1,2,2,1.79769313486232e+308,2,2,2,1.79769313486232e+308,1.79769313486232e+308,2,2,1.79769313486232e+308,1.79769313486232e+308,2,2,1.79769313486232e+308,1.79769313486232e+308,2,2,1.79769313486232e+308,1.79769313486232e+308,2,2,1.79769313486232e+308,2,2,1.79769313486232e+308,2,2,1.79769313486232e+308,2,2,1.79769313486232e+308,2,1,1.79769313486232e+308,1,2,1.79769313486232e+308,2,2,1.79769313486232e+308,2,2,1.79769313486232e+308,2,2,1,2,1,2,2,1,1,1,1.79769313486232e+308,0,1.79769313486232e+308,0,1.79769313486232e+308,0,250,1.79769313486232e+308,0,160,1.79769313486232e+308,0,200,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308,4,4,4,4,4,4,2,2,36,4,1,1,2,2,2,2,1,2,2,2,2,1,1,1,1,2,2,1,1,1,2,"",1,1,1,1,1,1,1,1,"",5,4,5,5,5,5,5,4,4,4,2,1,1,1,2,4,"",5,3,2,2,1,1,1,3,1,2,999,999,999,999,999,999,999,999,999,7,3,5,2,1,3,1,3,5,2,0
